risk_id;cve_id;description;cvss_score;ports;protocols;ip_ranges;source;last_updated
R641;;Reported abusive IP;10.0;;;196.251.114.64;AbuseIPDB;03/03/2025
R642;;Reported abusive IP;10.0;;;198.74.56.215;AbuseIPDB;03/03/2025
R643;;Reported abusive IP;10.0;;;172.104.100.117;AbuseIPDB;03/03/2025
R644;;Reported abusive IP;10.0;;;47.251.48.41;AbuseIPDB;03/03/2025
R645;;Reported abusive IP;10.0;;;206.168.34.129;AbuseIPDB;03/03/2025
R646;;Reported abusive IP;10.0;;;163.47.37.134;AbuseIPDB;03/03/2025
R647;;Reported abusive IP;10.0;;;203.252.10.4;AbuseIPDB;03/03/2025
R648;;Reported abusive IP;10.0;;;159.89.148.212;AbuseIPDB;03/03/2025
R649;;Reported abusive IP;10.0;;;167.71.147.197;AbuseIPDB;03/03/2025
R650;;Reported abusive IP;10.0;;;164.92.117.229;AbuseIPDB;03/03/2025
R651;;Reported abusive IP;10.0;;;97.107.131.100;AbuseIPDB;03/03/2025
R652;;Reported abusive IP;10.0;;;204.76.203.169;AbuseIPDB;03/03/2025
R653;;Reported abusive IP;10.0;;;139.162.117.40;AbuseIPDB;03/03/2025
R654;;Reported abusive IP;10.0;;;156.229.232.48;AbuseIPDB;03/03/2025
R655;;Reported abusive IP;10.0;;;165.22.133.0;AbuseIPDB;03/03/2025
R656;;Reported abusive IP;10.0;;;193.163.125.72;AbuseIPDB;03/03/2025
R657;;Reported abusive IP;10.0;;;147.135.85.128;AbuseIPDB;03/03/2025
R658;;Reported abusive IP;10.0;;;8.222.157.113;AbuseIPDB;03/03/2025
R659;;Reported abusive IP;10.0;;;186.182.105.35;AbuseIPDB;03/03/2025
R660;;Reported abusive IP;10.0;;;103.29.69.96;AbuseIPDB;03/03/2025
R661;;Reported abusive IP;10.0;;;45.156.129.62;AbuseIPDB;03/03/2025
R662;;Reported abusive IP;10.0;;;199.45.154.181;AbuseIPDB;03/03/2025
R663;;Reported abusive IP;10.0;;;65.49.1.56;AbuseIPDB;03/03/2025
R664;;Reported abusive IP;10.0;;;196.251.85.250;AbuseIPDB;03/03/2025
R665;;Reported abusive IP;10.0;;;59.127.131.73;AbuseIPDB;03/03/2025
R666;;Reported abusive IP;10.0;;;65.49.1.119;AbuseIPDB;03/03/2025
R667;;Reported abusive IP;10.0;;;47.251.90.228;AbuseIPDB;03/03/2025
R668;;Reported abusive IP;10.0;;;119.193.98.108;AbuseIPDB;03/03/2025
R669;;Reported abusive IP;10.0;;;170.64.177.80;AbuseIPDB;03/03/2025
R670;;Reported abusive IP;10.0;;;206.168.34.160;AbuseIPDB;03/03/2025
R671;;Reported abusive IP;10.0;;;24.144.117.125;AbuseIPDB;03/03/2025
R672;;Reported abusive IP;10.0;;;165.154.172.37;AbuseIPDB;03/03/2025
R673;;Reported abusive IP;10.0;;;20.83.52.97;AbuseIPDB;03/03/2025
R674;;Reported abusive IP;10.0;;;184.105.139.107;AbuseIPDB;03/03/2025
R675;;Reported abusive IP;10.0;;;65.49.1.69;AbuseIPDB;03/03/2025
R676;;Reported abusive IP;10.0;;;193.163.125.120;AbuseIPDB;03/03/2025
R677;;Reported abusive IP;10.0;;;193.163.125.209;AbuseIPDB;03/03/2025
R678;;Reported abusive IP;10.0;;;8.211.52.18;AbuseIPDB;03/03/2025
R679;;Reported abusive IP;10.0;;;65.49.1.131;AbuseIPDB;03/03/2025
R680;;Reported abusive IP;10.0;;;120.82.196.137;AbuseIPDB;03/03/2025
R681;;Reported abusive IP;10.0;;;167.99.13.19;AbuseIPDB;03/03/2025
R682;;Reported abusive IP;10.0;;;4.156.236.228;AbuseIPDB;03/03/2025
R683;;Reported abusive IP;10.0;;;45.156.128.68;AbuseIPDB;03/03/2025
R684;;Reported abusive IP;10.0;;;103.203.57.13;AbuseIPDB;03/03/2025
R685;;Reported abusive IP;10.0;;;65.49.1.16;AbuseIPDB;03/03/2025
R686;;Reported abusive IP;10.0;;;184.105.247.214;AbuseIPDB;03/03/2025
R687;;Reported abusive IP;10.0;;;65.49.1.157;AbuseIPDB;03/03/2025
R688;;Reported abusive IP;10.0;;;20.163.15.177;AbuseIPDB;03/03/2025
R689;;Reported abusive IP;10.0;;;167.71.39.75;AbuseIPDB;03/03/2025
R690;;Reported abusive IP;10.0;;;220.133.72.71;AbuseIPDB;03/03/2025
R691;;Reported abusive IP;10.0;;;65.49.1.58;AbuseIPDB;03/03/2025
R692;;Reported abusive IP;10.0;;;211.212.202.188;AbuseIPDB;03/03/2025
R693;;Reported abusive IP;10.0;;;196.251.87.74;AbuseIPDB;03/03/2025
R694;;Reported abusive IP;10.0;;;87.103.203.217;AbuseIPDB;03/03/2025
R695;;Reported abusive IP;10.0;;;59.126.81.234;AbuseIPDB;03/03/2025
R696;;Reported abusive IP;10.0;;;74.82.47.59;AbuseIPDB;03/03/2025
R697;;Reported abusive IP;10.0;;;222.218.10.175;AbuseIPDB;03/03/2025
R698;;Reported abusive IP;10.0;;;65.49.1.180;AbuseIPDB;03/03/2025
R699;;Reported abusive IP;10.0;;;184.105.247.242;AbuseIPDB;03/03/2025
R700;;Reported abusive IP;10.0;;;64.62.156.118;AbuseIPDB;03/03/2025
R701;;Reported abusive IP;10.0;;;74.82.47.17;AbuseIPDB;03/03/2025
R702;;Reported abusive IP;10.0;;;114.35.102.141;AbuseIPDB;03/03/2025
R703;;Reported abusive IP;10.0;;;122.116.39.100;AbuseIPDB;03/03/2025
R704;;Reported abusive IP;10.0;;;64.62.156.101;AbuseIPDB;03/03/2025
R705;;Reported abusive IP;10.0;;;47.156.85.116;AbuseIPDB;03/03/2025
R706;;Reported abusive IP;10.0;;;206.168.34.136;AbuseIPDB;03/03/2025
R707;;Reported abusive IP;10.0;;;193.163.125.182;AbuseIPDB;03/03/2025
R708;;Reported abusive IP;10.0;;;203.55.131.5;AbuseIPDB;03/03/2025
R709;;Reported abusive IP;10.0;;;196.251.84.4;AbuseIPDB;03/03/2025
R710;;Reported abusive IP;10.0;;;64.62.197.7;AbuseIPDB;03/03/2025
R711;;Reported abusive IP;10.0;;;218.154.40.49;AbuseIPDB;03/03/2025
R712;;Reported abusive IP;10.0;;;77.242.105.2;AbuseIPDB;03/03/2025
R713;;Reported abusive IP;10.0;;;8.221.141.183;AbuseIPDB;03/03/2025
R714;;Reported abusive IP;10.0;;;69.126.157.211;AbuseIPDB;03/03/2025
R715;;Reported abusive IP;10.0;;;64.62.156.53;AbuseIPDB;03/03/2025
R716;;Reported abusive IP;10.0;;;34.128.77.56;AbuseIPDB;03/03/2025
R717;;Reported abusive IP;10.0;;;122.117.118.183;AbuseIPDB;03/03/2025
R718;;Reported abusive IP;10.0;;;64.62.197.147;AbuseIPDB;03/03/2025
R719;;Reported abusive IP;10.0;;;1.34.145.215;AbuseIPDB;03/03/2025
R720;;Reported abusive IP;10.0;;;216.218.206.70;AbuseIPDB;03/03/2025
R721;;Reported abusive IP;10.0;;;8.211.50.226;AbuseIPDB;03/03/2025
R722;;Reported abusive IP;10.0;;;45.58.159.138;AbuseIPDB;03/03/2025
R723;;Reported abusive IP;10.0;;;100.29.192.29;AbuseIPDB;03/03/2025
R724;;Reported abusive IP;10.0;;;114.35.171.17;AbuseIPDB;03/03/2025
R725;;Reported abusive IP;10.0;;;91.199.163.52;AbuseIPDB;03/03/2025
R726;;Reported abusive IP;10.0;;;91.196.152.51;AbuseIPDB;03/03/2025
R727;;Reported abusive IP;10.0;;;220.132.238.70;AbuseIPDB;03/03/2025
R728;;Reported abusive IP;10.0;;;159.203.88.72;AbuseIPDB;03/03/2025
R729;;Reported abusive IP;10.0;;;20.29.22.63;AbuseIPDB;03/03/2025
R730;;Reported abusive IP;10.0;;;122.117.92.143;AbuseIPDB;03/03/2025
R731;;Reported abusive IP;10.0;;;206.189.19.19;AbuseIPDB;03/03/2025
R732;;Reported abusive IP;10.0;;;141.98.11.128;AbuseIPDB;03/03/2025
R733;;Reported abusive IP;10.0;;;206.168.34.139;AbuseIPDB;03/03/2025
R734;;Reported abusive IP;10.0;;;91.196.123.202;AbuseIPDB;03/03/2025
R735;;Reported abusive IP;10.0;;;122.117.243.194;AbuseIPDB;03/03/2025
R736;;Reported abusive IP;10.0;;;122.176.53.96;AbuseIPDB;03/03/2025
R737;;Reported abusive IP;10.0;;;206.168.34.145;AbuseIPDB;03/03/2025
R738;;Reported abusive IP;10.0;;;103.146.202.40;AbuseIPDB;03/03/2025
R739;;Reported abusive IP;10.0;;;168.194.74.3;AbuseIPDB;03/03/2025
R740;;Reported abusive IP;10.0;;;45.156.129.127;AbuseIPDB;03/03/2025
R741;;Reported abusive IP;10.0;;;71.6.134.235;AbuseIPDB;03/03/2025
R742;;Reported abusive IP;10.0;;;184.105.139.71;AbuseIPDB;03/03/2025
R743;;Reported abusive IP;10.0;;;65.49.1.15;AbuseIPDB;03/03/2025
R744;;Reported abusive IP;10.0;;;185.242.226.2;AbuseIPDB;03/03/2025
R745;;Reported abusive IP;10.0;;;193.168.175.171;AbuseIPDB;03/03/2025
R746;;Reported abusive IP;10.0;;;191.190.219.192;AbuseIPDB;03/03/2025
R747;;Reported abusive IP;10.0;;;65.49.1.136;AbuseIPDB;03/03/2025
R748;;Reported abusive IP;10.0;;;47.250.142.77;AbuseIPDB;03/03/2025
R749;;Reported abusive IP;10.0;;;65.49.20.99;AbuseIPDB;03/03/2025
R750;;Reported abusive IP;10.0;;;125.229.179.210;AbuseIPDB;03/03/2025
R751;;Reported abusive IP;10.0;;;47.251.92.0;AbuseIPDB;03/03/2025
R752;;Reported abusive IP;10.0;;;43.139.121.176;AbuseIPDB;03/03/2025
R753;;Reported abusive IP;10.0;;;59.126.39.217;AbuseIPDB;03/03/2025
R754;;Reported abusive IP;10.0;;;96.67.59.65;AbuseIPDB;03/03/2025
R755;;Reported abusive IP;10.0;;;65.49.1.98;AbuseIPDB;03/03/2025
R756;;Reported abusive IP;10.0;;;59.126.231.180;AbuseIPDB;03/03/2025
R757;;Reported abusive IP;10.0;;;193.163.125.133;AbuseIPDB;03/03/2025
R758;;Reported abusive IP;10.0;;;107.170.63.109;AbuseIPDB;03/03/2025
R759;;Reported abusive IP;10.0;;;64.62.197.217;AbuseIPDB;03/03/2025
R760;;Reported abusive IP;10.0;;;64.62.156.15;AbuseIPDB;03/03/2025
R761;;Reported abusive IP;10.0;;;64.62.156.89;AbuseIPDB;03/03/2025
R762;;Reported abusive IP;10.0;;;114.55.233.126;AbuseIPDB;03/03/2025
R763;;Reported abusive IP;10.0;;;47.251.66.187;AbuseIPDB;03/03/2025
R764;;Reported abusive IP;10.0;;;83.222.191.202;AbuseIPDB;03/03/2025
R765;;Reported abusive IP;10.0;;;65.49.1.170;AbuseIPDB;03/03/2025
R766;;Reported abusive IP;10.0;;;171.67.70.242;AbuseIPDB;03/03/2025
R767;;Reported abusive IP;10.0;;;74.82.47.39;AbuseIPDB;03/03/2025
R768;;Reported abusive IP;10.0;;;51.81.144.41;AbuseIPDB;03/03/2025
R769;;Reported abusive IP;10.0;;;184.105.247.231;AbuseIPDB;03/03/2025
R770;;Reported abusive IP;10.0;;;185.224.0.22;AbuseIPDB;03/03/2025
R771;;Reported abusive IP;10.0;;;193.163.125.146;AbuseIPDB;03/03/2025
R772;;Reported abusive IP;10.0;;;45.76.179.227;AbuseIPDB;03/03/2025
R773;;Reported abusive IP;10.0;;;61.31.108.48;AbuseIPDB;03/03/2025
R774;;Reported abusive IP;10.0;;;135.148.25.120;AbuseIPDB;03/03/2025
R775;;Reported abusive IP;10.0;;;185.224.0.160;AbuseIPDB;03/03/2025
R776;;Reported abusive IP;10.0;;;49.213.131.134;AbuseIPDB;03/03/2025
R777;;Reported abusive IP;10.0;;;185.224.0.115;AbuseIPDB;03/03/2025
R778;;Reported abusive IP;10.0;;;193.163.125.26;AbuseIPDB;03/03/2025
R779;;Reported abusive IP;10.0;;;184.105.247.222;AbuseIPDB;03/03/2025
R780;;Reported abusive IP;10.0;;;91.196.152.47;AbuseIPDB;03/03/2025
R781;;Reported abusive IP;10.0;;;157.230.161.249;AbuseIPDB;03/03/2025
R782;;Reported abusive IP;10.0;;;185.224.0.24;AbuseIPDB;03/03/2025
R783;;Reported abusive IP;10.0;;;45.142.193.247;AbuseIPDB;03/03/2025
R784;;Reported abusive IP;10.0;;;193.32.162.79;AbuseIPDB;03/03/2025
R785;;Reported abusive IP;10.0;;;35.216.187.42;AbuseIPDB;03/03/2025
R786;;Reported abusive IP;10.0;;;193.163.125.141;AbuseIPDB;03/03/2025
R787;;Reported abusive IP;10.0;;;193.163.125.185;AbuseIPDB;03/03/2025
R788;;Reported abusive IP;10.0;;;103.17.48.8;AbuseIPDB;03/03/2025
R789;;Reported abusive IP;10.0;;;193.163.125.237;AbuseIPDB;03/03/2025
R790;;Reported abusive IP;10.0;;;8.211.47.162;AbuseIPDB;03/03/2025
R791;;Reported abusive IP;10.0;;;198.74.56.187;AbuseIPDB;03/03/2025
R792;;Reported abusive IP;10.0;;;193.163.125.49;AbuseIPDB;03/03/2025
R793;;Reported abusive IP;10.0;;;135.148.213.248;AbuseIPDB;03/03/2025
R794;;Reported abusive IP;10.0;;;199.45.154.189;AbuseIPDB;03/03/2025
R795;;Reported abusive IP;10.0;;;114.35.90.41;AbuseIPDB;03/03/2025
R796;;Reported abusive IP;10.0;;;206.168.34.164;AbuseIPDB;03/03/2025
R797;;Reported abusive IP;10.0;;;193.163.125.27;AbuseIPDB;03/03/2025
R798;;Reported abusive IP;10.0;;;155.248.164.42;AbuseIPDB;03/03/2025
R799;;Reported abusive IP;10.0;;;111.53.116.82;AbuseIPDB;03/03/2025
R800;;Reported abusive IP;10.0;;;122.116.127.90;AbuseIPDB;03/03/2025
R801;;Reported abusive IP;10.0;;;92.118.39.84;AbuseIPDB;03/03/2025
R802;;Reported abusive IP;10.0;;;176.8.248.124;AbuseIPDB;03/03/2025
R803;;Reported abusive IP;10.0;;;47.74.61.35;AbuseIPDB;03/03/2025
R804;;Reported abusive IP;10.0;;;220.134.35.104;AbuseIPDB;03/03/2025
R805;;Reported abusive IP;10.0;;;218.161.113.187;AbuseIPDB;03/03/2025
R806;;Reported abusive IP;10.0;;;122.117.209.22;AbuseIPDB;03/03/2025
R807;;Reported abusive IP;10.0;;;185.16.38.107;AbuseIPDB;03/03/2025
R808;;Reported abusive IP;10.0;;;20.214.159.245;AbuseIPDB;03/03/2025
R809;;Reported abusive IP;10.0;;;59.126.129.172;AbuseIPDB;03/03/2025
R810;;Reported abusive IP;10.0;;;165.154.182.72;AbuseIPDB;03/03/2025
R811;;Reported abusive IP;10.0;;;103.203.57.4;AbuseIPDB;03/03/2025
R812;;Reported abusive IP;10.0;;;47.250.81.209;AbuseIPDB;03/03/2025
R813;;Reported abusive IP;10.0;;;193.163.125.206;AbuseIPDB;03/03/2025
R814;;Reported abusive IP;10.0;;;185.142.236.35;AbuseIPDB;03/03/2025
R815;;Reported abusive IP;10.0;;;177.53.116.27;AbuseIPDB;03/03/2025
R816;;Reported abusive IP;10.0;;;111.61.181.52;AbuseIPDB;03/03/2025
R817;;Reported abusive IP;10.0;;;113.164.234.202;AbuseIPDB;03/03/2025
R818;;Reported abusive IP;10.0;;;45.142.193.149;AbuseIPDB;03/03/2025
R819;;Reported abusive IP;10.0;;;216.218.206.80;AbuseIPDB;03/03/2025
R820;;Reported abusive IP;10.0;;;65.49.20.79;AbuseIPDB;03/03/2025
R821;;Reported abusive IP;10.0;;;193.163.125.233;AbuseIPDB;03/03/2025
R822;;Reported abusive IP;10.0;;;114.35.174.198;AbuseIPDB;03/03/2025
R823;;Reported abusive IP;10.0;;;184.105.139.122;AbuseIPDB;03/03/2025
R824;;Reported abusive IP;10.0;;;37.115.195.130;AbuseIPDB;03/03/2025
R825;;Reported abusive IP;10.0;;;192.210.228.228;AbuseIPDB;03/03/2025
R826;;Reported abusive IP;10.0;;;185.139.228.190;AbuseIPDB;03/03/2025
R827;;Reported abusive IP;10.0;;;64.62.197.120;AbuseIPDB;03/03/2025
R828;;Reported abusive IP;10.0;;;89.248.172.16;AbuseIPDB;03/03/2025
R829;;Reported abusive IP;10.0;;;185.224.0.110;AbuseIPDB;03/03/2025
R830;;Reported abusive IP;10.0;;;185.42.12.242;AbuseIPDB;03/03/2025
R831;;Reported abusive IP;10.0;;;114.35.175.31;AbuseIPDB;03/03/2025
R832;;Reported abusive IP;10.0;;;193.233.203.234;AbuseIPDB;03/03/2025
R833;;Reported abusive IP;10.0;;;71.6.134.233;AbuseIPDB;03/03/2025
R834;;Reported abusive IP;10.0;;;65.49.20.84;AbuseIPDB;03/03/2025
R835;;Reported abusive IP;10.0;;;64.62.197.178;AbuseIPDB;03/03/2025
R836;;Reported abusive IP;10.0;;;193.163.125.164;AbuseIPDB;03/03/2025
R837;;Reported abusive IP;10.0;;;59.126.96.240;AbuseIPDB;03/03/2025
R838;;Reported abusive IP;10.0;;;74.82.47.42;AbuseIPDB;03/03/2025
R839;;Reported abusive IP;10.0;;;137.184.159.33;AbuseIPDB;03/03/2025
R840;;Reported abusive IP;10.0;;;65.49.20.123;AbuseIPDB;03/03/2025
R841;;Reported abusive IP;10.0;;;67.199.190.172;AbuseIPDB;03/03/2025
R842;;Reported abusive IP;10.0;;;20.221.68.74;AbuseIPDB;03/03/2025
R843;;Reported abusive IP;10.0;;;184.105.247.235;AbuseIPDB;03/03/2025
R844;;Reported abusive IP;10.0;;;74.82.47.61;AbuseIPDB;03/03/2025
R845;;Reported abusive IP;10.0;;;207.90.244.2;AbuseIPDB;03/03/2025
R846;;Reported abusive IP;10.0;;;47.237.115.193;AbuseIPDB;03/03/2025
R847;;Reported abusive IP;10.0;;;65.49.1.72;AbuseIPDB;03/03/2025
R848;;Reported abusive IP;10.0;;;80.82.77.139;AbuseIPDB;03/03/2025
R849;;Reported abusive IP;10.0;;;59.126.32.3;AbuseIPDB;03/03/2025
R850;;Reported abusive IP;10.0;;;74.82.47.47;AbuseIPDB;03/03/2025
R851;;Reported abusive IP;10.0;;;220.250.52.123;AbuseIPDB;03/03/2025
R852;;Reported abusive IP;10.0;;;193.163.125.50;AbuseIPDB;03/03/2025
R853;;Reported abusive IP;10.0;;;64.62.156.109;AbuseIPDB;03/03/2025
R854;;Reported abusive IP;10.0;;;48.217.120.246;AbuseIPDB;03/03/2025
R855;;Reported abusive IP;10.0;;;100.29.192.74;AbuseIPDB;03/03/2025
R856;;Reported abusive IP;10.0;;;58.183.7.87;AbuseIPDB;03/03/2025
R857;;Reported abusive IP;10.0;;;185.165.191.26;AbuseIPDB;03/03/2025
R858;;Reported abusive IP;10.0;;;5.135.58.195;AbuseIPDB;03/03/2025
R859;;Reported abusive IP;10.0;;;104.194.9.66;AbuseIPDB;03/03/2025
R860;;Reported abusive IP;10.0;;;218.92.0.229;AbuseIPDB;03/03/2025
R861;;Reported abusive IP;10.0;;;220.133.203.74;AbuseIPDB;03/03/2025
R862;;Reported abusive IP;10.0;;;64.62.197.98;AbuseIPDB;03/03/2025
R863;;Reported abusive IP;10.0;;;220.133.134.26;AbuseIPDB;03/03/2025
R864;;Reported abusive IP;10.0;;;71.6.146.186;AbuseIPDB;03/03/2025
R865;;Reported abusive IP;10.0;;;8.211.42.134;AbuseIPDB;03/03/2025
R866;;Reported abusive IP;10.0;;;211.57.111.99;AbuseIPDB;03/03/2025
R867;;Reported abusive IP;10.0;;;86.148.53.44;AbuseIPDB;03/03/2025
R868;;Reported abusive IP;10.0;;;161.35.124.96;AbuseIPDB;03/03/2025
R869;;Reported abusive IP;10.0;;;92.118.39.36;AbuseIPDB;03/03/2025
R870;;Reported abusive IP;10.0;;;206.168.34.142;AbuseIPDB;03/03/2025
R871;;Reported abusive IP;10.0;;;107.189.29.59;AbuseIPDB;03/03/2025
R872;;Reported abusive IP;10.0;;;218.210.41.159;AbuseIPDB;03/03/2025
R873;;Reported abusive IP;10.0;;;122.169.103.158;AbuseIPDB;03/03/2025
R874;;Reported abusive IP;10.0;;;45.43.33.210;AbuseIPDB;03/03/2025
R875;;Reported abusive IP;10.0;;;218.161.62.233;AbuseIPDB;03/03/2025
R876;;Reported abusive IP;10.0;;;8.211.44.197;AbuseIPDB;03/03/2025
R877;;Reported abusive IP;10.0;;;64.62.197.159;AbuseIPDB;03/03/2025
R878;;Reported abusive IP;10.0;;;37.44.238.92;AbuseIPDB;03/03/2025
R879;;Reported abusive IP;10.0;;;94.159.113.38;AbuseIPDB;03/03/2025
R880;;Reported abusive IP;10.0;;;46.191.141.152;AbuseIPDB;03/03/2025
R881;;Reported abusive IP;10.0;;;122.117.33.133;AbuseIPDB;03/03/2025
R882;;Reported abusive IP;10.0;;;209.38.233.74;AbuseIPDB;03/03/2025
R883;;Reported abusive IP;10.0;;;116.81.45.191;AbuseIPDB;03/03/2025
R884;;Reported abusive IP;10.0;;;139.59.129.99;AbuseIPDB;03/03/2025
R885;;Reported abusive IP;10.0;;;8.221.138.213;AbuseIPDB;03/03/2025
R886;;Reported abusive IP;10.0;;;47.250.82.243;AbuseIPDB;03/03/2025
R887;;Reported abusive IP;10.0;;;64.62.197.131;AbuseIPDB;03/03/2025
R888;;Reported abusive IP;10.0;;;1.34.231.120;AbuseIPDB;03/03/2025
R889;;Reported abusive IP;10.0;;;81.233.235.40;AbuseIPDB;03/03/2025
R890;;Reported abusive IP;10.0;;;165.22.150.38;AbuseIPDB;03/03/2025
R891;;Reported abusive IP;10.0;;;66.240.192.138;AbuseIPDB;03/03/2025
R892;;Reported abusive IP;10.0;;;146.190.213.199;AbuseIPDB;03/03/2025
R893;;Reported abusive IP;10.0;;;199.45.154.178;AbuseIPDB;03/03/2025
R894;;Reported abusive IP;10.0;;;125.228.37.189;AbuseIPDB;03/03/2025
R895;;Reported abusive IP;10.0;;;65.49.1.55;AbuseIPDB;03/03/2025
R896;;Reported abusive IP;10.0;;;167.99.182.39;AbuseIPDB;03/03/2025
R897;;Reported abusive IP;10.0;;;139.59.157.215;AbuseIPDB;03/03/2025
R898;;Reported abusive IP;10.0;;;71.6.134.232;AbuseIPDB;03/03/2025
R899;;Reported abusive IP;10.0;;;223.8.42.166;AbuseIPDB;03/03/2025
R900;;Reported abusive IP;10.0;;;220.133.178.138;AbuseIPDB;03/03/2025
R901;;Reported abusive IP;10.0;;;112.28.10.23;AbuseIPDB;03/03/2025
R902;;Reported abusive IP;10.0;;;106.75.176.12;AbuseIPDB;03/03/2025
R903;;Reported abusive IP;10.0;;;199.45.154.190;AbuseIPDB;03/03/2025
R904;;Reported abusive IP;10.0;;;92.118.39.152;AbuseIPDB;03/03/2025
R905;;Reported abusive IP;10.0;;;65.49.1.122;AbuseIPDB;03/03/2025
R906;;Reported abusive IP;10.0;;;45.156.128.73;AbuseIPDB;03/03/2025
R907;;Reported abusive IP;10.0;;;218.150.190.162;AbuseIPDB;03/03/2025
R908;;Reported abusive IP;10.0;;;171.67.70.243;AbuseIPDB;03/03/2025
R909;;Reported abusive IP;10.0;;;193.163.125.145;AbuseIPDB;03/03/2025
R910;;Reported abusive IP;10.0;;;47.237.114.187;AbuseIPDB;03/03/2025
R911;;Reported abusive IP;10.0;;;193.163.125.110;AbuseIPDB;03/03/2025
R912;;Reported abusive IP;10.0;;;64.62.156.81;AbuseIPDB;03/03/2025
R913;;Reported abusive IP;10.0;;;220.133.158.34;AbuseIPDB;03/03/2025
R914;;Reported abusive IP;10.0;;;123.195.96.222;AbuseIPDB;03/03/2025
R915;;Reported abusive IP;10.0;;;220.132.127.146;AbuseIPDB;03/03/2025
R916;;Reported abusive IP;10.0;;;167.99.96.104;AbuseIPDB;03/03/2025
R917;;Reported abusive IP;10.0;;;191.7.70.90;AbuseIPDB;03/03/2025
R918;;Reported abusive IP;10.0;;;51.81.144.34;AbuseIPDB;03/03/2025
R919;;Reported abusive IP;10.0;;;107.173.10.98;AbuseIPDB;03/03/2025
R920;;Reported abusive IP;10.0;;;193.163.125.178;AbuseIPDB;03/03/2025
R921;;Reported abusive IP;10.0;;;47.243.116.26;AbuseIPDB;03/03/2025
R922;;Reported abusive IP;10.0;;;47.254.195.155;AbuseIPDB;03/03/2025
R923;;Reported abusive IP;10.0;;;64.62.197.25;AbuseIPDB;03/03/2025
R924;;Reported abusive IP;10.0;;;47.237.115.42;AbuseIPDB;03/03/2025
R925;;Reported abusive IP;10.0;;;102.212.40.124;AbuseIPDB;03/03/2025
R926;;Reported abusive IP;10.0;;;64.62.197.216;AbuseIPDB;03/03/2025
R927;;Reported abusive IP;10.0;;;47.251.15.9;AbuseIPDB;03/03/2025
R928;;Reported abusive IP;10.0;;;64.62.156.120;AbuseIPDB;03/03/2025
R929;;Reported abusive IP;10.0;;;164.52.0.91;AbuseIPDB;03/03/2025
R930;;Reported abusive IP;10.0;;;94.205.83.205;AbuseIPDB;03/03/2025
R931;;Reported abusive IP;10.0;;;206.168.34.151;AbuseIPDB;03/03/2025
R932;;Reported abusive IP;10.0;;;206.168.34.163;AbuseIPDB;03/03/2025
R933;;Reported abusive IP;10.0;;;223.122.196.153;AbuseIPDB;03/03/2025
R934;;Reported abusive IP;10.0;;;162.240.149.34;AbuseIPDB;03/03/2025
R935;;Reported abusive IP;10.0;;;64.62.156.79;AbuseIPDB;03/03/2025
R936;;Reported abusive IP;10.0;;;180.184.78.162;AbuseIPDB;03/03/2025
R937;;Reported abusive IP;10.0;;;47.254.148.248;AbuseIPDB;03/03/2025
R938;;Reported abusive IP;10.0;;;193.163.125.196;AbuseIPDB;03/03/2025
R939;;Reported abusive IP;10.0;;;208.105.193.45;AbuseIPDB;03/03/2025
R940;;Reported abusive IP;10.0;;;206.168.34.86;AbuseIPDB;03/03/2025
R941;;Reported abusive IP;10.0;;;222.239.214.122;AbuseIPDB;03/03/2025
R942;;Reported abusive IP;10.0;;;106.75.141.129;AbuseIPDB;03/03/2025
R943;;Reported abusive IP;10.0;;;49.49.224.96;AbuseIPDB;03/03/2025
R944;;Reported abusive IP;10.0;;;61.243.149.186;AbuseIPDB;03/03/2025
R945;;Reported abusive IP;10.0;;;193.163.125.36;AbuseIPDB;03/03/2025
R946;;Reported abusive IP;10.0;;;65.49.1.162;AbuseIPDB;03/03/2025
R947;;Reported abusive IP;10.0;;;193.163.125.113;AbuseIPDB;03/03/2025
R948;;Reported abusive IP;10.0;;;64.62.156.65;AbuseIPDB;03/03/2025
R949;;Reported abusive IP;10.0;;;206.168.34.149;AbuseIPDB;03/03/2025
R950;;Reported abusive IP;10.0;;;186.119.139.131;AbuseIPDB;03/03/2025
R951;;Reported abusive IP;10.0;;;64.62.197.239;AbuseIPDB;03/03/2025
R952;;Reported abusive IP;10.0;;;220.135.64.202;AbuseIPDB;03/03/2025
R953;;Reported abusive IP;10.0;;;212.248.64.254;AbuseIPDB;03/03/2025
R954;;Reported abusive IP;10.0;;;51.159.111.44;AbuseIPDB;03/03/2025
R955;;Reported abusive IP;10.0;;;176.8.86.78;AbuseIPDB;03/03/2025
R956;;Reported abusive IP;10.0;;;220.132.106.50;AbuseIPDB;03/03/2025
R957;;Reported abusive IP;10.0;;;218.92.0.213;AbuseIPDB;03/03/2025
R958;;Reported abusive IP;10.0;;;71.6.165.200;AbuseIPDB;03/03/2025
R959;;Reported abusive IP;10.0;;;42.63.243.22;AbuseIPDB;03/03/2025
R960;;Reported abusive IP;10.0;;;111.67.196.145;AbuseIPDB;03/03/2025
R961;;Reported abusive IP;10.0;;;120.224.132.168;AbuseIPDB;03/03/2025
R962;;Reported abusive IP;10.0;;;71.6.232.28;AbuseIPDB;03/03/2025
R963;;Reported abusive IP;10.0;;;220.134.37.228;AbuseIPDB;03/03/2025
R964;;Reported abusive IP;10.0;;;196.251.87.35;AbuseIPDB;03/03/2025
